name,n,profile,term_count,method,score,T,CNOT,depth,gates,peak_ancilla,schedule_logical_depth,schedule_cnot_depth_proxy,schedule_t_depth_proxy,explicit_ancilla_live_peak,explicit_ancilla_lifetime_area,time_s,anf_verified,plan_nodes,plan_mismatches,circuit_anf_verified,circuit_gates,circuit_max_wire_terms,circuit_mismatches
terms_n24_0001_mixed,24,mixed,91,screen_single,755.155,680,1107,1107,427,5,85,802,313,1,12,0.010954958001093473,True,3,0,True,87,91,0
terms_n24_0002_deep,24,deep,119,adaptive_all_depth,1242.085,1124,1805,1805,681,6,119,1234,544,1,40,8.437002958999074,True,11,0,True,119,119,0
terms_n24_0002_deep,24,deep,119,depth2_guard_direct,1315.97,1192,1906,1906,714,6,116,1302,576,1,25,0.48854245799884666,True,7,0,True,118,119,0
terms_n24_0002_deep,24,deep,119,depth_frontier_policy,1268.1850000000002,1148,1841,1841,693,6,119,1270,554,1,32,1.9325648340018233,True,9,0,True,119,119,0
terms_n24_0002_deep,24,deep,119,depth_policy,1315.97,1192,1906,1906,714,6,116,1302,576,1,25,0.48854245799884666,True,7,0,True,118,119,0
terms_n24_0002_deep,24,deep,119,direct_logical_and,1498.735,1360,2159,2159,799,6,119,1450,656,0,0,1.0420044418424368e-06,True,1,0,True,119,119,0
terms_n24_0002_deep,24,deep,119,screen_depth1,1363.82,1236,1972,1972,736,6,116,1338,597,1,17,0.09891420799976913,True,5,0,True,118,119,0
terms_n24_0002_deep,24,deep,119,screen_depth2,1315.97,1192,1906,1906,714,6,116,1302,576,1,25,0.48854245799884666,True,7,0,True,118,119,0
terms_n24_0002_deep,24,deep,119,screen_depth3,1268.1850000000002,1148,1841,1841,693,6,119,1270,554,1,32,1.9325648340018233,True,9,0,True,119,119,0
terms_n24_0002_deep,24,deep,119,screen_depth4,1242.085,1124,1805,1805,681,6,119,1234,544,1,40,5.9020042499978445,True,11,0,True,119,119,0
terms_n24_0002_deep,24,deep,119,screen_single,1416.02,1284,2044,2044,760,6,116,1382,619,1,9,0.014977209000790026,True,3,0,True,118,119,0
terms_n24_0003_shallow,24,shallow,40,adaptive_all_depth,304.465,272,449,449,177,3,39,353,124,1,7,0.03848950099927606,True,3,0,True,41,40,0
terms_n24_0003_shallow,24,shallow,40,depth2_guard_direct,304.465,272,449,449,177,3,39,353,124,1,7,0.008510457999364007,True,3,0,True,41,40,0
terms_n24_0003_shallow,24,shallow,40,depth_frontier_policy,304.465,272,449,449,177,3,39,353,124,1,7,0.00857516699761618,True,3,0,True,41,40,0
terms_n24_0003_shallow,24,shallow,40,depth_policy,304.465,272,449,449,177,3,39,353,124,1,7,0.008510457999364007,True,3,0,True,41,40,0
terms_n24_0003_shallow,24,shallow,40,direct_logical_and,330.5,296,484,484,188,3,40,381,135,0,0,1.0829971870407462e-06,True,1,0,True,40,40,0
terms_n24_0003_shallow,24,shallow,40,screen_depth1,304.465,272,449,449,177,3,39,353,124,1,7,0.008510457999364007,True,3,0,True,41,40,0
terms_n24_0003_shallow,24,shallow,40,screen_depth2,304.465,272,449,449,177,3,39,353,124,1,7,0.00857516699761618,True,3,0,True,41,40,0
terms_n24_0003_shallow,24,shallow,40,screen_depth3,304.465,272,449,449,177,3,39,353,124,1,7,0.008530042003258131,True,3,0,True,41,40,0
terms_n24_0003_shallow,24,shallow,40,screen_depth4,304.465,272,449,449,177,3,39,353,124,1,7,0.008352459000889212,True,3,0,True,41,40,0
terms_n24_0003_shallow,24,shallow,40,screen_single,304.465,272,449,449,177,3,39,353,124,1,7,0.004521374998148531,True,3,0,True,41,40,0
terms_n24_0004_mixed,24,mixed,66,adaptive_all_depth,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.21344304300146177,True,3,0,True,61,66,0
terms_n24_0004_mixed,24,mixed,66,depth2_guard_direct,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.05680916699930094,True,3,0,True,61,66,0
terms_n24_0004_mixed,24,mixed,66,depth_frontier_policy,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.05680916699930094,True,3,0,True,61,66,0
terms_n24_0004_mixed,24,mixed,66,depth_policy,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.05680916699930094,True,3,0,True,61,66,0
terms_n24_0004_mixed,24,mixed,66,direct_logical_and,738.74,668,1068,1068,400,4,66,689,319,0,0,8.749993867240846e-07,True,1,0,True,66,66,0
terms_n24_0004_mixed,24,mixed,66,screen_depth1,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.03644670799985761,True,3,0,True,61,66,0
terms_n24_0004_mixed,24,mixed,66,screen_depth2,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.05680916699930094,True,3,0,True,61,66,0
terms_n24_0004_mixed,24,mixed,66,screen_depth3,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.05597120900347363,True,3,0,True,61,66,0
terms_n24_0004_mixed,24,mixed,66,screen_depth4,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.05631995899602771,True,3,0,True,61,66,0
terms_n24_0004_mixed,24,mixed,66,screen_single,622.9649999999999,560,901,901,341,5,59,589,268,1,13,0.007896000002801884,True,3,0,True,61,66,0
terms_n24_0005_deep,24,deep,174,adaptive_all_depth,1843.2849999999999,1672,2677,2677,1005,7,167,1772,811,1,45,13.13959699998668,True,11,0,True,169,174,0
terms_n24_0005_deep,24,deep,174,depth2_guard_direct,1899.77,1724,2754,2754,1030,7,168,1828,833,1,30,0.7466662499937229,True,7,0,True,168,174,0
terms_n24_0005_deep,24,deep,174,depth_frontier_policy,1865.035,1692,2707,2707,1015,7,169,1802,818,1,37,2.972532082996622,True,9,0,True,169,174,0
terms_n24_0005_deep,24,deep,174,depth_policy,1899.77,1724,2754,2754,1030,7,168,1828,833,1,30,0.7466662499937229,True,7,0,True,168,174,0
terms_n24_0005_deep,24,deep,174,direct_logical_and,2143.76,1948,3096,3096,1148,7,174,2048,942,0,0,1.1669981176964939e-06,True,1,0,True,174,174,0
terms_n24_0005_deep,24,deep,174,screen_depth1,1973.72,1792,2856,2856,1064,7,166,1882,867,1,22,0.1510895419996814,True,5,0,True,168,174,0
terms_n24_0005_deep,24,deep,174,screen_depth2,1899.77,1724,2754,2754,1030,7,168,1828,833,1,30,0.7466662499937229,True,7,0,True,168,174,0
terms_n24_0005_deep,24,deep,174,screen_depth3,1865.035,1692,2707,2707,1015,7,169,1802,818,1,37,2.972532082996622,True,9,0,True,169,174,0
terms_n24_0005_deep,24,deep,174,screen_depth4,1843.2849999999999,1672,2677,2677,1005,7,167,1772,811,1,45,9.24693933299568,True,11,0,True,169,174,0
terms_n24_0005_deep,24,deep,174,screen_single,2052.215,1864,2967,2967,1103,7,169,1960,901,1,11,0.022369792000972666,True,3,0,True,171,174,0
terms_n24_0006_shallow,24,shallow,34,adaptive_all_depth,297.66,268,436,436,168,2,34,363,133,0,0,0.019656750999274664,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,depth2_guard_direct,297.66,268,436,436,168,2,34,363,133,0,0,0.003963249997468665,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,depth_frontier_policy,297.66,268,436,436,168,2,34,363,133,0,0,0.0038836669991724193,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,depth_policy,297.66,268,436,436,168,2,34,363,133,0,0,0.00393166599678807,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,direct_logical_and,297.66,268,436,436,168,2,34,363,133,0,0,1.2919990695081651e-06,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,screen_depth1,297.66,268,436,436,168,2,34,363,133,0,0,0.003955209002015181,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,screen_depth2,297.66,268,436,436,168,2,34,363,133,0,0,0.003963249997468665,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,screen_depth3,297.66,268,436,436,168,2,34,363,133,0,0,0.003922959003830329,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,screen_depth4,297.66,268,436,436,168,2,34,363,133,0,0,0.0038836669991724193,True,1,0,True,34,34,0
terms_n24_0006_shallow,24,shallow,34,screen_single,297.66,268,436,436,168,2,34,363,133,0,0,0.00393166599678807,True,1,0,True,34,34,0
terms_n24_0007_mixed,24,mixed,83,adaptive_all_depth,811.9,732,1188,1188,456,5,88,786,351,1,33,5.023829459008994,True,11,0,True,90,83,0
terms_n24_0007_mixed,24,mixed,83,depth2_guard_direct,855.14,772,1244,1244,472,5,84,814,370,1,21,0.33423104200483067,True,7,0,True,86,83,0
terms_n24_0007_mixed,24,mixed,83,depth_frontier_policy,829.17,748,1210,1210,462,5,86,798,358,1,27,1.2363266249958542,True,9,0,True,88,83,0
terms_n24_0007_mixed,24,mixed,83,depth_policy,855.14,772,1244,1244,472,5,84,814,370,1,21,0.33423104200483067,True,7,0,True,86,83,0
terms_n24_0007_mixed,24,mixed,83,direct_logical_and,957.3449999999999,868,1385,1385,517,4,83,902,415,0,0,9.590003173798323e-07,True,1,0,True,83,83,0
terms_n24_0007_mixed,24,mixed,83,screen_depth1,885.46,800,1284,1284,484,5,82,842,384,1,15,0.06811200000083772,True,5,0,True,84,83,0
terms_n24_0007_mixed,24,mixed,83,screen_depth2,855.14,772,1244,1244,472,5,84,814,370,1,21,0.33423104200483067,True,7,0,True,86,83,0
terms_n24_0007_mixed,24,mixed,83,screen_depth3,829.17,748,1210,1210,462,5,86,798,358,1,27,1.2363266249958542,True,9,0,True,88,83,0
terms_n24_0007_mixed,24,mixed,83,screen_depth4,811.9,732,1188,1188,456,5,88,786,351,1,33,3.375192250001419,True,11,0,True,90,83,0
terms_n24_0007_mixed,24,mixed,83,screen_single,911.4300000000001,824,1318,1318,494,5,80,858,396,1,9,0.0099675420060521,True,3,0,True,82,83,0
terms_n24_0008_deep,24,deep,218,adaptive_all_depth,2145.775,1948,3127,3127,1179,7,203,2196,939,1,53,16.748535084007017,True,11,0,True,205,218,0
terms_n24_0008_deep,24,deep,218,depth2_guard_direct,2272.12,2064,3304,3304,1240,7,206,2302,994,1,34,0.9501601250012754,True,7,0,True,208,218,0
terms_n24_0008_deep,24,deep,218,depth_frontier_policy,2198.105,1996,3201,3201,1205,7,205,2248,960,1,43,3.7686929170013173,True,9,0,True,207,218,0
terms_n24_0008_deep,24,deep,218,depth_policy,2272.12,2064,3304,3304,1240,7,206,2302,994,1,34,0.9501601250012754,True,7,0,True,208,218,0
terms_n24_0008_deep,24,deep,218,direct_logical_and,2572.92,2340,3728,3728,1388,7,218,2564,1128,0,0,1.2919990695081651e-06,True,1,0,True,218,218,0
terms_n24_0008_deep,24,deep,218,screen_depth1,2350.615,2136,3415,3415,1279,7,209,2372,1028,1,23,0.19094391700491542,True,5,0,True,211,218,0
terms_n24_0008_deep,24,deep,218,screen_depth2,2272.12,2064,3304,3304,1240,7,206,2302,994,1,34,0.9501601250012754,True,7,0,True,208,218,0
terms_n24_0008_deep,24,deep,218,screen_depth3,2198.105,1996,3201,3201,1205,7,205,2248,960,1,43,3.7686929170013173,True,9,0,True,207,218,0
terms_n24_0008_deep,24,deep,218,screen_depth4,2145.775,1948,3127,3127,1179,7,203,2196,939,1,53,11.81038916700345,True,11,0,True,205,218,0
terms_n24_0008_deep,24,deep,218,screen_single,2455.21,2232,3562,3562,1330,7,212,2462,1075,1,12,0.028348957996058743,True,3,0,True,214,218,0
terms_n24_0009_shallow,24,shallow,46,adaptive_all_depth,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.026757997999084182,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,depth2_guard_direct,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.005486875001224689,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,depth_frontier_policy,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.005281625002680812,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,depth_policy,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.005486875001224689,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,direct_logical_and,476.40000000000003,428,687,688,260,4,46,455,202,0,0,1.2919990695081651e-06,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,screen_depth1,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.005412040998635348,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,screen_depth2,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.005486875001224689,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,screen_depth3,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.005281625002680812,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,screen_depth4,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.0052681659944937564,True,1,0,True,46,46,0
terms_n24_0009_shallow,24,shallow,46,screen_single,476.40000000000003,428,687,688,260,4,46,455,202,0,0,0.0053092910020495765,True,1,0,True,46,46,0
terms_n24_0010_mixed,24,mixed,107,adaptive_all_depth,825.99,744,1222,1222,478,5,104,867,350,1,41,7.075479624989384,True,11,0,True,106,107,0
terms_n24_0010_mixed,24,mixed,107,depth2_guard_direct,864.9449999999999,780,1273,1273,493,5,101,909,366,1,28,0.4154437919933116,True,7,0,True,103,107,0
terms_n24_0010_mixed,24,mixed,107,depth_frontier_policy,838.9100000000001,756,1238,1238,482,5,102,883,355,1,35,1.6228084999966086,True,9,0,True,104,107,0
terms_n24_0010_mixed,24,mixed,107,depth_policy,864.9449999999999,780,1273,1273,493,5,101,909,366,1,28,0.4154437919933116,True,7,0,True,103,107,0
terms_n24_0010_mixed,24,mixed,107,direct_logical_and,1076.355,976,1571,1571,595,4,107,1091,463,0,0,9.170034900307655e-07,True,1,0,True,107,107,0
terms_n24_0010_mixed,24,mixed,107,screen_depth1,908.38,820,1332,1332,512,5,101,948,386,1,21,0.08541737499763258,True,5,0,True,102,107,0
terms_n24_0010_mixed,24,mixed,107,screen_depth2,864.9449999999999,780,1273,1273,493,5,101,909,366,1,28,0.4154437919933116,True,7,0,True,103,107,0
terms_n24_0010_mixed,24,mixed,107,screen_depth3,838.9100000000001,756,1238,1238,482,5,102,883,355,1,35,1.6228084999966086,True,9,0,True,104,107,0
terms_n24_0010_mixed,24,mixed,107,screen_depth4,825.99,744,1222,1222,478,5,104,867,350,1,41,4.939233582997986,True,11,0,True,106,107,0
terms_n24_0010_mixed,24,mixed,107,screen_single,978.045,884,1429,1429,545,5,101,997,418,1,12,0.012576375003845897,True,3,0,True,103,107,0
terms_n24_0011_deep,24,deep,152,adaptive_all_depth,1389.13,1256,2026,2026,770,7,140,1377,605,1,50,10.507308249994821,True,11,0,True,142,152,0
terms_n24_0011_deep,24,deep,152,depth2_guard_direct,1497.945,1356,2177,2177,821,7,141,1479,654,1,33,0.6211017500027083,True,7,0,True,143,152,0
terms_n24_0011_deep,24,deep,152,depth_frontier_policy,1441.395,1304,2099,2099,795,7,141,1431,628,1,41,2.420407208002871,True,9,0,True,143,152,0
terms_n24_0011_deep,24,deep,152,depth_policy,1497.945,1356,2177,2177,821,7,141,1479,654,1,33,0.6211017500027083,True,7,0,True,143,152,0
terms_n24_0011_deep,24,deep,152,direct_logical_and,1781.28,1616,2576,2576,960,7,152,1711,780,0,0,7.089984137564898e-07,True,1,0,True,152,152,0
terms_n24_0011_deep,24,deep,152,screen_depth1,1567.61,1420,2274,2274,854,7,142,1533,685,1,24,0.12745824999728939,True,5,0,True,144,152,0
terms_n24_0011_deep,24,deep,152,screen_depth2,1497.945,1356,2177,2177,821,7,141,1479,654,1,33,0.6211017500027083,True,7,0,True,143,152,0
terms_n24_0011_deep,24,deep,152,screen_depth3,1441.395,1304,2099,2099,795,7,141,1431,628,1,41,2.420407208002871,True,9,0,True,143,152,0
terms_n24_0011_deep,24,deep,152,screen_depth4,1389.13,1256,2026,2026,770,7,140,1377,605,1,50,7.319744916996569,True,11,0,True,142,152,0
terms_n24_0011_deep,24,deep,152,screen_single,1667.92,1512,2416,2416,904,7,148,1623,729,1,12,0.018596124995383434,True,3,0,True,148,152,0
terms_n24_0012_shallow,24,shallow,64,adaptive_all_depth,505.45,452,738,738,286,5,60,530,215,1,20,0.24051400001189904,True,5,0,True,60,64,0
terms_n24_0012_shallow,24,shallow,64,depth2_guard_direct,505.45,452,738,738,286,5,60,530,215,1,20,0.05797283299762057,True,5,0,True,60,64,0
terms_n24_0012_shallow,24,shallow,64,depth_frontier_policy,505.45,452,738,738,286,5,60,530,215,1,20,0.05797283299762057,True,5,0,True,60,64,0
terms_n24_0012_shallow,24,shallow,64,depth_policy,505.45,452,738,738,286,5,60,530,215,1,20,0.027900167006009724,True,5,0,True,60,64,0
terms_n24_0012_shallow,24,shallow,64,direct_logical_and,673.3599999999999,608,976,976,368,4,64,686,291,0,0,9.159994078800082e-07,True,1,0,True,64,64,0
terms_n24_0012_shallow,24,shallow,64,screen_depth1,505.45,452,738,738,286,5,60,530,215,1,20,0.027900167006009724,True,5,0,True,60,64,0
terms_n24_0012_shallow,24,shallow,64,screen_depth2,505.45,452,738,738,286,5,60,530,215,1,20,0.05797283299762057,True,5,0,True,60,64,0
terms_n24_0012_shallow,24,shallow,64,screen_depth3,505.45,452,738,738,286,5,60,530,215,1,20,0.07316454200190492,True,5,0,True,60,64,0
terms_n24_0012_shallow,24,shallow,64,screen_depth4,505.45,452,738,738,286,5,60,530,215,1,20,0.07382337500166614,True,5,0,True,60,64,0
terms_n24_0012_shallow,24,shallow,64,screen_single,557.65,500,810,810,310,5,59,581,239,1,12,0.007653083004697692,True,3,0,True,60,64,0
terms_n24_0013_mixed,24,mixed,134,adaptive_all_depth,1197.1950000000002,1084,1754,1755,671,5,127,1170,527,1,45,9.233026166002674,True,11,0,True,129,134,0
terms_n24_0013_mixed,24,mixed,134,depth2_guard_direct,1262.38,1144,1843,1844,700,5,126,1240,555,1,30,0.5400311249977676,True,7,0,True,128,134,0
terms_n24_0013_mixed,24,mixed,134,depth_frontier_policy,1214.53,1100,1777,1778,678,5,126,1192,533,1,38,2.1180507500030217,True,9,0,True,128,134,0
terms_n24_0013_mixed,24,mixed,134,depth_policy,1262.38,1144,1843,1844,700,5,126,1240,555,1,30,0.5400311249977676,True,7,0,True,128,134,0
terms_n24_0013_mixed,24,mixed,134,direct_logical_and,1506.3700000000001,1368,2185,2186,818,5,134,1442,665,0,0,7.90998456068337e-07,True,1,0,True,134,134,0
terms_n24_0013_mixed,24,mixed,134,screen_depth1,1323.28,1200,1927,1928,728,5,126,1292,583,1,22,0.1100700000024517,True,5,0,True,128,134,0
terms_n24_0013_mixed,24,mixed,134,screen_depth2,1262.38,1144,1843,1844,700,5,126,1240,555,1,30,0.5400311249977676,True,7,0,True,128,134,0
terms_n24_0013_mixed,24,mixed,134,screen_depth3,1214.53,1100,1777,1778,678,5,126,1192,533,1,38,2.1180507500030217,True,9,0,True,128,134,0
terms_n24_0013_mixed,24,mixed,134,screen_depth4,1197.1950000000002,1084,1754,1755,671,5,127,1170,527,1,45,6.448238625001977,True,11,0,True,129,134,0
terms_n24_0013_mixed,24,mixed,134,screen_single,1388.595,1260,2018,2019,759,5,127,1346,613,1,13,0.016635665997455362,True,3,0,True,129,134,0
terms_n24_0014_deep,24,deep,219,adaptive_all_depth,2204.8050000000003,2004,3213,3213,1209,6,205,2228,967,1,52,17.002423751007882,True,11,0,True,207,219,0
terms_n24_0014_deep,24,deep,219,depth2_guard_direct,2326.93,2116,3386,3386,1270,6,207,2319,1022,2,38,0.9672434169988264,True,9,0,True,212,219,0
terms_n24_0014_deep,24,deep,219,depth_frontier_policy,2257.1349999999998,2052,3287,3287,1235,6,207,2284,989,1,42,3.8192898750057793,True,9,0,True,209,219,0
terms_n24_0014_deep,24,deep,219,depth_policy,2326.93,2116,3386,3386,1270,6,207,2319,1022,2,38,0.9672434169988264,True,9,0,True,212,219,0
terms_n24_0014_deep,24,deep,219,direct_logical_and,2570.9849999999997,2340,3729,3729,1389,6,219,2586,1129,0,0,1.0000003385357559e-06,True,1,0,True,219,219,0
terms_n24_0014_deep,24,deep,219,screen_depth1,2396.7250000000004,2180,3485,3485,1305,6,210,2393,1053,2,27,0.2210386250008014,True,7,0,True,215,219,0
terms_n24_0014_deep,24,deep,219,screen_depth2,2326.93,2116,3386,3386,1270,6,207,2319,1022,2,38,0.9672434169988264,True,9,0,True,212,219,0
terms_n24_0014_deep,24,deep,219,screen_depth3,2257.1349999999998,2052,3287,3287,1235,6,207,2284,989,1,42,3.8192898750057793,True,9,0,True,209,219,0
terms_n24_0014_deep,24,deep,219,screen_depth4,2204.8050000000003,2004,3213,3213,1209,6,205,2228,967,1,52,11.965896041998349,True,11,0,True,207,219,0
terms_n24_0014_deep,24,deep,219,screen_single,2479.44,2256,3600,3600,1344,6,214,2498,1088,1,11,0.028955792004126124,True,3,0,True,216,219,0
terms_n24_0015_shallow,24,shallow,65,adaptive_all_depth,475.45500000000004,424,703,703,279,5,65,540,195,1,22,0.9640667500061681,True,7,0,True,67,65,0
terms_n24_0015_shallow,24,shallow,65,depth2_guard_direct,475.45500000000004,424,703,703,279,5,65,540,195,1,22,0.14663520899921423,True,7,0,True,67,65,0
terms_n24_0015_shallow,24,shallow,65,depth_frontier_policy,475.45500000000004,424,703,703,279,5,65,540,195,1,22,0.14663520899921423,True,7,0,True,67,65,0
terms_n24_0015_shallow,24,shallow,65,depth_policy,488.375,436,719,719,283,5,63,556,200,1,16,0.042862792004598305,True,5,0,True,65,65,0
terms_n24_0015_shallow,24,shallow,65,direct_logical_and,595.125,536,869,869,333,4,65,646,249,0,0,8.329952834174037e-07,True,1,0,True,65,65,0
terms_n24_0015_shallow,24,shallow,65,screen_depth1,488.375,436,719,719,283,5,63,556,200,1,16,0.042862792004598305,True,5,0,True,65,65,0
terms_n24_0015_shallow,24,shallow,65,screen_depth2,475.45500000000004,424,703,703,279,5,65,540,195,1,22,0.14663520899921423,True,7,0,True,67,65,0
terms_n24_0015_shallow,24,shallow,65,screen_depth3,475.45500000000004,424,703,703,279,5,65,540,195,1,22,0.32164383299823385,True,7,0,True,67,65,0
terms_n24_0015_shallow,24,shallow,65,screen_depth4,475.45500000000004,424,703,703,279,5,65,540,195,1,22,0.44536895800411,True,7,0,True,67,65,0
terms_n24_0015_shallow,24,shallow,65,screen_single,536.2249999999999,480,785,785,305,5,64,601,221,1,8,0.007555958000011742,True,3,0,True,65,65,0
terms_n24_0016_mixed,24,mixed,93,adaptive_all_depth,875.735,792,1287,1287,495,4,97,925,384,1,26,2.1838421250067768,True,9,0,True,99,93,0
terms_n24_0016_mixed,24,mixed,93,depth2_guard_direct,884.3050000000001,800,1297,1297,497,4,95,933,386,1,20,0.2806717080020462,True,7,0,True,97,93,0
terms_n24_0016_mixed,24,mixed,93,depth_frontier_policy,875.735,792,1287,1287,495,4,97,925,384,1,26,0.6987651250019553,True,9,0,True,99,93,0
terms_n24_0016_mixed,24,mixed,93,depth_policy,884.3050000000001,800,1297,1297,497,4,95,933,386,1,20,0.2806717080020462,True,7,0,True,97,93,0
terms_n24_0016_mixed,24,mixed,93,direct_logical_and,966.6949999999999,876,1407,1407,531,4,93,1015,422,0,0,6.249974831007421e-07,True,1,0,True,93,93,0
terms_n24_0016_mixed,24,mixed,93,screen_depth1,905.925,820,1325,1325,505,4,93,949,395,1,14,0.07415991699963342,True,5,0,True,95,93,0
terms_n24_0016_mixed,24,mixed,93,screen_depth2,884.3050000000001,800,1297,1297,497,4,95,933,386,1,20,0.2806717080020462,True,7,0,True,97,93,0
terms_n24_0016_mixed,24,mixed,93,screen_depth3,875.735,792,1287,1287,495,4,97,925,384,1,26,0.6987651250019553,True,9,0,True,99,93,0
terms_n24_0016_mixed,24,mixed,93,screen_depth4,875.735,792,1287,1287,495,4,97,925,384,1,26,1.1192142920044716,True,9,0,True,99,93,0
terms_n24_0016_mixed,24,mixed,93,screen_single,918.845,832,1341,1341,509,4,91,965,400,1,8,0.011031082998670172,True,3,0,True,93,93,0
terms_n24_0017_deep,24,deep,133,adaptive_all_depth,1354.29,1228,1978,1978,750,5,134,1370,594,1,37,10.13610566699208,True,11,0,True,136,133,0
terms_n24_0017_deep,24,deep,133,depth2_guard_direct,1380.13,1252,2010,2010,758,5,130,1402,604,1,25,0.5538533329963684,True,7,0,True,132,133,0
