correct,functions,mean_cnot,mean_time_s,median_cnot,method,n,total_cnot
16,16,13.4375,0.00023525,14.0,beam,3,215
16,16,13.6875,0.000190625,14.0,pv_greedy,3,219
16,16,13.4375,0.00019206249999999999,14.0,pv_greedy_lookahead,3,215
16,16,13.4375,0.0005495,14.0,pv_mcts,3,215
16,16,11.4375,2.5187500000000002e-05,12.0,sshr_h,3,183
16,16,11.3125,0.0001438125,12.0,xor_beam_rule,3,181
