correct,cost,func_id,method,n,preset,steps,time_s,truth_table_hex
True,14,0,sshr_h,3,main,7,0.000151,1
True,14,0,sshr_h_literal,3,main,7,0.000009,1
True,14,0,beam,3,main,7,0.000285,1
True,14,0,mcts_rollout,3,main,7,0.001007,1
True,14,0,xor_beam_rule,3,main,7,0.000264,1
True,14,0,xor_beam_v2,3,main,7,0.000116,1
True,14,0,xor_beam_best,3,main,7,0.000213,1
True,14,0,pv_greedy,3,main,1,0.000243,1
True,14,0,pv_greedy_lookahead,3,main,1,0.000202,1
True,14,0,pv_mcts,3,main,1,0.000314,1
True,14,1,sshr_h,3,main,5,0.000010,2
True,14,1,sshr_h_literal,3,main,5,0.000009,2
True,14,1,beam,3,main,5,0.000189,2
True,14,1,mcts_rollout,3,main,5,0.000884,2
True,14,1,xor_beam_rule,3,main,5,0.000026,2
True,14,1,xor_beam_v2,3,main,5,0.000093,2
True,14,1,xor_beam_best,3,main,5,0.000167,2
True,14,1,pv_greedy,3,main,1,0.000184,2
True,14,1,pv_greedy_lookahead,3,main,1,0.000173,2
True,14,1,pv_mcts,3,main,1,0.000322,2
True,6,2,sshr_h,3,main,5,0.000013,3
True,6,2,sshr_h_literal,3,main,5,0.000009,3
True,6,2,beam,3,main,5,0.000183,3
True,6,2,mcts_rollout,3,main,5,0.001131,3
True,6,2,xor_beam_rule,3,main,5,0.000048,3
True,6,2,xor_beam_v2,3,main,5,0.000190,3
True,6,2,xor_beam_best,3,main,5,0.000316,3
True,6,2,pv_greedy,3,main,1,0.000186,3
True,6,2,pv_greedy_lookahead,3,main,1,0.000181,3
True,6,2,pv_mcts,3,main,1,0.000345,3
True,14,3,sshr_h,3,main,5,0.000010,4
True,14,3,sshr_h_literal,3,main,5,0.000005,4
True,14,3,beam,3,main,5,0.000179,4
True,14,3,mcts_rollout,3,main,5,0.001683,4
True,14,3,xor_beam_rule,3,main,5,0.000093,4
True,14,3,xor_beam_v2,3,main,5,0.000237,4
True,14,3,xor_beam_best,3,main,5,0.000671,4
True,14,3,pv_greedy,3,main,1,0.000479,4
True,14,3,pv_greedy_lookahead,3,main,1,0.000449,4
True,14,3,pv_mcts,3,main,1,0.000707,4
True,6,4,sshr_h,3,main,5,0.000023,5
True,6,4,sshr_h_literal,3,main,5,0.000016,5
True,6,4,beam,3,main,5,0.000446,5
True,6,4,mcts_rollout,3,main,5,0.002060,5
True,6,4,xor_beam_rule,3,main,5,0.000114,5
True,6,4,xor_beam_v2,3,main,5,0.000474,5
True,6,4,xor_beam_best,3,main,5,0.000778,5
True,6,4,pv_greedy,3,main,1,0.000449,5
True,6,4,pv_greedy_lookahead,3,main,1,0.000447,5
True,6,4,pv_mcts,3,main,1,0.000996,5
True,8,5,sshr_h,3,main,5,0.000027,6
True,8,5,sshr_h_literal,3,main,5,0.000018,6
True,8,5,beam,3,main,5,0.002357,6
True,8,5,mcts_rollout,3,main,5,0.001121,6
True,8,5,xor_beam_rule,3,main,5,0.000057,6
True,8,5,xor_beam_v2,3,main,5,0.000195,6
True,8,5,xor_beam_best,3,main,5,0.000318,6
True,8,5,pv_greedy,3,main,1,0.000208,6
True,8,5,pv_greedy_lookahead,3,main,1,0.000196,6
True,8,5,pv_mcts,3,main,1,0.000352,6
True,15,6,sshr_h,3,main,6,0.000019,7
True,20,6,sshr_h_literal,3,main,10,0.000014,7
True,20,6,beam,3,main,10,0.000576,7
True,20,6,mcts_rollout,3,main,10,0.003992,7
True,15,6,xor_beam_rule,3,main,6,0.000518,7
True,15,6,xor_beam_v2,3,main,6,0.001009,7
True,15,6,xor_beam_best,3,main,6,0.002311,7
True,20,6,pv_greedy,3,main,2,0.001157,7
True,20,6,pv_greedy_lookahead,3,main,2,0.000199,7
True,20,6,pv_mcts,3,main,2,0.000664,7
True,14,7,sshr_h,3,main,3,0.000015,8
True,14,7,sshr_h_literal,3,main,3,0.000005,8
True,14,7,beam,3,main,3,0.000175,8
True,14,7,mcts_rollout,3,main,3,0.000942,8
True,14,7,xor_beam_rule,3,main,3,0.000025,8
True,14,7,xor_beam_v2,3,main,3,0.000092,8
True,14,7,xor_beam_best,3,main,3,0.000168,8
True,14,7,pv_greedy,3,main,1,0.000185,8
True,14,7,pv_greedy_lookahead,3,main,1,0.000173,8
True,14,7,pv_mcts,3,main,1,0.000295,8
True,8,8,sshr_h,3,main,7,0.000010,9
True,8,8,sshr_h_literal,3,main,7,0.000008,9
True,8,8,beam,3,main,7,0.000163,9
True,8,8,mcts_rollout,3,main,7,0.001188,9
True,8,8,xor_beam_rule,3,main,7,0.000053,9
True,8,8,xor_beam_v2,3,main,7,0.000190,9
True,8,8,xor_beam_best,3,main,7,0.000312,9
True,8,8,pv_greedy,3,main,1,0.000177,9
True,8,8,pv_greedy_lookahead,3,main,1,0.000182,9
True,8,8,pv_mcts,3,main,1,0.000343,9
True,6,9,sshr_h,3,main,3,0.000009,A
True,6,9,sshr_h_literal,3,main,3,0.000007,A
True,6,9,beam,3,main,3,0.000209,A
True,6,9,mcts_rollout,3,main,3,0.001222,A
True,6,9,xor_beam_rule,3,main,3,0.000044,A
True,6,9,xor_beam_v2,3,main,3,0.000194,A
True,6,9,xor_beam_best,3,main,3,0.000312,A
True,6,9,pv_greedy,3,main,1,0.000187,A
True,6,9,pv_greedy_lookahead,3,main,1,0.000177,A
True,6,9,pv_mcts,3,main,1,0.000347,A
True,15,10,sshr_h,3,main,8,0.000024,B
True,20,10,sshr_h_literal,3,main,8,0.000013,B
True,20,10,beam,3,main,8,0.000209,B
True,20,10,mcts_rollout,3,main,8,0.001537,B
True,15,10,xor_beam_rule,3,main,8,0.000165,B
True,15,10,xor_beam_v2,3,main,8,0.000383,B
True,15,10,xor_beam_best,3,main,8,0.000669,B
True,20,10,pv_greedy,3,main,2,0.000187,B
True,20,10,pv_greedy_lookahead,3,main,2,0.000192,B
True,20,10,pv_mcts,3,main,2,0.000629,B
True,6,11,sshr_h,3,main,3,0.000010,C
True,6,11,sshr_h_literal,3,main,3,0.000007,C
True,6,11,beam,3,main,3,0.000170,C
True,6,11,mcts_rollout,3,main,3,0.001175,C
True,6,11,xor_beam_rule,3,main,3,0.000045,C
True,6,11,xor_beam_v2,3,main,3,0.000187,C
True,6,11,xor_beam_best,3,main,3,0.000315,C
True,6,11,pv_greedy,3,main,1,0.000219,C
True,6,11,pv_greedy_lookahead,3,main,1,0.000185,C
True,6,11,pv_mcts,3,main,1,0.000349,C
True,15,12,sshr_h,3,main,8,0.000024,D
True,20,12,sshr_h_literal,3,main,8,0.000018,D
True,20,12,beam,3,main,8,0.000204,D
True,20,12,mcts_rollout,3,main,8,0.001621,D
True,15,12,xor_beam_rule,3,main,8,0.000156,D
True,15,12,xor_beam_v2,3,main,8,0.000375,D
True,15,12,xor_beam_best,3,main,8,0.000659,D
True,20,12,pv_greedy,3,main,2,0.000185,D
True,20,12,pv_greedy_lookahead,3,main,2,0.000188,D
True,20,12,pv_mcts,3,main,2,0.000626,D
True,15,13,sshr_h,3,main,10,0.000022,E
True,22,13,sshr_h_literal,3,main,8,0.000019,E
True,20,13,beam,3,main,8,0.000202,E
True,20,13,mcts_rollout,3,main,8,0.001417,E
True,15,13,xor_beam_rule,3,main,10,0.000161,E
True,15,13,xor_beam_v2,3,main,10,0.000374,E
True,15,13,xor_beam_best,3,main,10,0.000657,E
True,20,13,pv_greedy,3,main,2,0.000223,E
True,20,13,pv_greedy_lookahead,3,main,2,0.000192,E
True,20,13,pv_mcts,3,main,2,0.000642,E
True,1,14,sshr_h,3,main,3,0.000010,F
True,1,14,sshr_h_literal,3,main,3,0.000017,F
True,1,14,beam,3,main,3,0.000160,F
True,1,14,mcts_rollout,3,main,3,0.001540,F
True,1,14,xor_beam_rule,3,main,3,0.000146,F
True,1,14,xor_beam_v2,3,main,3,0.000457,F
True,1,14,xor_beam_best,3,main,3,0.000819,F
True,1,14,pv_greedy,3,main,1,0.000189,F
True,1,14,pv_greedy_lookahead,3,main,1,0.000197,F
True,1,14,pv_mcts,3,main,1,0.000587,F
True,14,15,sshr_h,3,main,5,0.000009,10
True,14,15,sshr_h_literal,3,main,5,0.000004,10
True,14,15,beam,3,main,5,0.000162,10
True,14,15,mcts_rollout,3,main,5,0.001003,10
True,14,15,xor_beam_rule,3,main,5,0.000023,10
True,14,15,xor_beam_v2,3,main,5,0.000094,10
True,14,15,xor_beam_best,3,main,5,0.000154,10
True,14,15,pv_greedy,3,main,1,0.000180,10
True,14,15,pv_greedy_lookahead,3,main,1,0.000173,10
True,14,15,pv_mcts,3,main,1,0.000285,10
True,6,16,sshr_h,3,main,5,0.000010,11
True,6,16,sshr_h_literal,3,main,5,0.000007,11
True,6,16,beam,3,main,5,0.000205,11
True,6,16,mcts_rollout,3,main,5,0.001182,11
True,6,16,xor_beam_rule,3,main,5,0.000045,11
True,6,16,xor_beam_v2,3,main,5,0.000185,11
True,6,16,xor_beam_best,3,main,5,0.000307,11
True,6,16,pv_greedy,3,main,1,0.000184,11
True,6,16,pv_greedy_lookahead,3,main,1,0.000177,11
True,6,16,pv_mcts,3,main,1,0.000346,11
True,8,17,sshr_h,3,main,5,0.000011,12
True,8,17,sshr_h_literal,3,main,5,0.000007,12
True,8,17,beam,3,main,5,0.000163,12
True,8,17,mcts_rollout,3,main,5,0.001123,12
True,8,17,xor_beam_rule,3,main,5,0.000045,12
True,8,17,xor_beam_v2,3,main,5,0.000193,12
True,8,17,xor_beam_best,3,main,5,0.000312,12
True,8,17,pv_greedy,3,main,1,0.000177,12
True,8,17,pv_greedy_lookahead,3,main,1,0.000182,12
True,8,17,pv_mcts,3,main,1,0.000344,12
True,15,18,sshr_h,3,main,6,0.000017,13
True,20,18,sshr_h_literal,3,main,10,0.000013,13
True,20,18,beam,3,main,10,0.000201,13
True,20,18,mcts_rollout,3,main,10,0.001531,13
True,15,18,xor_beam_rule,3,main,6,0.000158,13
True,15,18,xor_beam_v2,3,main,6,0.000376,13
True,15,18,xor_beam_best,3,main,6,0.000666,13
True,20,18,pv_greedy,3,main,2,0.000222,13
True,20,18,pv_greedy_lookahead,3,main,2,0.000196,13
True,20,18,pv_mcts,3,main,2,0.000653,13
True,8,19,sshr_h,3,main,5,0.000011,14
True,8,19,sshr_h_literal,3,main,5,0.000008,14
True,8,19,beam,3,main,5,0.000173,14
True,8,19,mcts_rollout,3,main,5,0.001046,14
True,8,19,xor_beam_rule,3,main,5,0.000045,14
True,8,19,xor_beam_v2,3,main,5,0.000194,14
True,8,19,xor_beam_best,3,main,5,0.000319,14
True,8,19,pv_greedy,3,main,1,0.000179,14
True,8,19,pv_greedy_lookahead,3,main,1,0.000177,14
True,8,19,pv_mcts,3,main,1,0.000340,14
True,15,20,sshr_h,3,main,6,0.000023,15
True,20,20,sshr_h_literal,3,main,10,0.000013,15
True,20,20,beam,3,main,10,0.000203,15
True,20,20,mcts_rollout,3,main,10,0.001493,15
True,15,20,xor_beam_rule,3,main,6,0.000156,15
True,15,20,xor_beam_v2,3,main,6,0.000374,15
True,15,20,xor_beam_best,3,main,6,0.000660,15
True,20,20,pv_greedy,3,main,2,0.000185,15
True,20,20,pv_greedy_lookahead,3,main,2,0.000201,15
True,20,20,pv_mcts,3,main,2,0.000643,15
True,22,21,sshr_h,3,main,10,0.000018,16
True,22,21,sshr_h_literal,3,main,10,0.000012,16
True,22,21,beam,3,main,10,0.000213,16
True,22,21,mcts_rollout,3,main,10,0.001400,16
True,22,21,xor_beam_rule,3,main,10,0.000141,16
True,22,21,xor_beam_v2,3,main,10,0.000364,16
True,22,21,xor_beam_best,3,main,10,0.000463,16
True,22,21,pv_greedy,3,main,2,0.000184,16
True,22,21,pv_greedy_lookahead,3,main,2,0.000189,16
True,22,21,pv_mcts,3,main,2,0.000631,16
True,11,22,sshr_h,3,main,10,0.000025,17
True,14,22,sshr_h_literal,3,main,10,0.000021,17
True,14,22,beam,3,main,10,0.000239,17
True,14,22,mcts_rollout,3,main,10,0.002026,17
True,11,22,xor_beam_rule,3,main,10,0.000270,17
True,11,22,xor_beam_v2,3,main,10,0.000615,17
True,11,22,xor_beam_best,3,main,10,0.000950,17
True,14,22,pv_greedy,3,main,2,0.000194,17
True,14,22,pv_greedy_lookahead,3,main,2,0.000216,17
True,14,22,pv_mcts,3,main,2,0.000858,17
True,10,23,sshr_h,3,main,7,0.000016,18
True,10,23,sshr_h_literal,3,main,7,0.000007,18
True,10,23,beam,3,main,7,0.000173,18
True,10,23,mcts_rollout,3,main,7,0.001222,18
True,10,23,xor_beam_rule,3,main,7,0.000045,18
True,10,23,xor_beam_v2,3,main,7,0.000190,18
True,10,23,xor_beam_best,3,main,7,0.000316,18
True,10,23,pv_greedy,3,main,1,0.000178,18
True,10,23,pv_greedy_lookahead,3,main,1,0.000178,18
True,10,23,pv_mcts,3,main,1,0.000340,18
True,17,24,sshr_h,3,main,6,0.000017,19
True,22,24,sshr_h_literal,3,main,12,0.000020,19
True,20,24,beam,3,main,8,0.000201,19
True,20,24,mcts_rollout,3,main,8,0.001509,19
True,17,24,xor_beam_rule,3,main,6,0.000156,19
True,17,24,xor_beam_v2,3,main,6,0.000376,19
True,17,24,xor_beam_best,3,main,6,0.000664,19
True,20,24,pv_greedy,3,main,2,0.000223,19
True,20,24,pv_greedy_lookahead,3,main,2,0.000194,19
True,20,24,pv_mcts,3,main,2,0.000654,19
True,17,25,sshr_h,3,main,6,0.000018,1A
True,20,25,sshr_h_literal,3,main,8,0.000013,1A
True,20,25,beam,3,main,8,0.000208,1A
True,20,25,mcts_rollout,3,main,8,0.001428,1A
True,17,25,xor_beam_rule,3,main,6,0.000162,1A
True,17,25,xor_beam_v2,3,main,6,0.000374,1A
True,17,25,xor_beam_best,3,main,6,0.000662,1A
True,20,25,pv_greedy,3,main,2,0.000180,1A
True,20,25,pv_greedy_lookahead,3,main,2,0.000194,1A
True,20,25,pv_mcts,3,main,2,0.000639,1A
True,9,26,sshr_h,3,main,8,0.000025,1B
True,16,26,sshr_h_literal,3,main,12,0.000021,1B
True,12,26,beam,3,main,8,0.000234,1B
True,12,26,mcts_rollout,3,main,8,0.001801,1B
True,9,26,xor_beam_rule,3,main,8,0.000347,1B
True,9,26,xor_beam_v2,3,main,8,0.000658,1B
True,9,26,xor_beam_best,3,main,8,0.000980,1B
True,16,26,pv_greedy,3,main,2,0.000219,1B
True,12,26,pv_greedy_lookahead,3,main,2,0.000232,1B
True,12,26,pv_mcts,3,main,2,0.000887,1B
True,17,27,sshr_h,3,main,6,0.000019,1C
True,20,27,sshr_h_literal,3,main,8,0.000014,1C
True,20,27,beam,3,main,8,0.000255,1C
True,20,27,mcts_rollout,3,main,8,0.001663,1C
True,17,27,xor_beam_rule,3,main,6,0.000161,1C
True,17,27,xor_beam_v2,3,main,6,0.000381,1C
True,17,27,xor_beam_best,3,main,6,0.000666,1C
True,20,27,pv_greedy,3,main,2,0.000194,1C
True,20,27,pv_greedy_lookahead,3,main,2,0.000203,1C
True,20,27,pv_mcts,3,main,2,0.000657,1C
True,9,28,sshr_h,3,main,8,0.000020,1D
True,16,28,sshr_h_literal,3,main,12,0.000023,1D
True,12,28,beam,3,main,8,0.000253,1D
True,12,28,mcts_rollout,3,main,8,0.001833,1D
True,9,28,xor_beam_rule,3,main,8,0.000284,1D
True,9,28,xor_beam_v2,3,main,8,0.000641,1D
True,9,28,xor_beam_best,3,main,8,0.000960,1D
True,16,28,pv_greedy,3,main,2,0.000200,1D
True,12,28,pv_greedy_lookahead,3,main,2,0.000265,1D
True,12,28,pv_mcts,3,main,2,0.000882,1D
True,7,29,sshr_h,3,main,8,0.000018,1E
True,18,29,sshr_h_literal,3,main,12,0.000026,1E
True,14,29,beam,3,main,8,0.000251,1E
True,14,29,mcts_rollout,3,main,8,0.001824,1E
True,7,29,xor_beam_rule,3,main,8,0.000271,1E
True,7,29,xor_beam_v2,3,main,8,0.000587,1E
True,7,29,xor_beam_best,3,main,8,0.000939,1E
True,14,29,pv_greedy,3,main,2,0.000184,1E
True,14,29,pv_greedy_lookahead,3,main,2,0.000212,1E
True,14,29,pv_mcts,3,main,2,0.000858,1E
True,15,30,sshr_h,3,main,8,0.000018,1F
True,15,30,sshr_h_literal,3,main,8,0.000031,1F
True,15,30,beam,3,main,8,0.000238,1F
True,15,30,mcts_rollout,3,main,8,0.002310,1F
True,15,30,xor_beam_rule,3,main,8,0.000599,1F
True,15,30,xor_beam_v2,3,main,8,0.001078,1F
True,15,30,xor_beam_best,3,main,8,0.001658,1F
True,15,30,pv_greedy,3,main,2,0.000220,1F
True,15,30,pv_greedy_lookahead,3,main,2,0.000248,1F
True,15,30,pv_mcts,3,main,2,0.001004,1F
True,14,31,sshr_h,3,main,3,0.000010,20
True,14,31,sshr_h_literal,3,main,3,0.000005,20
True,14,31,beam,3,main,3,0.000193,20
True,14,31,mcts_rollout,3,main,3,0.000996,20
True,14,31,xor_beam_rule,3,main,3,0.000033,20
True,14,31,xor_beam_v2,3,main,3,0.000093,20
True,14,31,xor_beam_best,3,main,3,0.000158,20
True,14,31,pv_greedy,3,main,1,0.000191,20
True,14,31,pv_greedy_lookahead,3,main,1,0.000178,20
True,14,31,pv_mcts,3,main,1,0.000288,20
True,8,32,sshr_h,3,main,7,0.000018,21
True,8,32,sshr_h_literal,3,main,7,0.000013,21
True,8,32,beam,3,main,7,0.000254,21
True,8,32,mcts_rollout,3,main,7,0.001095,21
True,8,32,xor_beam_rule,3,main,7,0.000048,21
True,8,32,xor_beam_v2,3,main,7,0.000190,21
True,8,32,xor_beam_best,3,main,7,0.000319,21
True,8,32,pv_greedy,3,main,1,0.000195,21
True,8,32,pv_greedy_lookahead,3,main,1,0.000184,21
True,8,32,pv_mcts,3,main,1,0.000349,21
True,6,33,sshr_h,3,main,3,0.000009,22
True,6,33,sshr_h_literal,3,main,3,0.000006,22
True,6,33,beam,3,main,3,0.000172,22
True,6,33,mcts_rollout,3,main,3,0.001162,22
True,6,33,xor_beam_rule,3,main,3,0.000046,22
True,6,33,xor_beam_v2,3,main,3,0.000186,22
True,6,33,xor_beam_best,3,main,3,0.000316,22
True,6,33,pv_greedy,3,main,1,0.000179,22
True,6,33,pv_greedy_lookahead,3,main,1,0.000180,22
True,6,33,pv_mcts,3,main,1,0.000349,22
True,15,34,sshr_h,3,main,8,0.000024,23
True,20,34,sshr_h_literal,3,main,8,0.000013,23
True,20,34,beam,3,main,8,0.000206,23
True,20,34,mcts_rollout,3,main,8,0.002811,23
True,15,34,xor_beam_rule,3,main,8,0.000427,23
True,15,34,xor_beam_v2,3,main,8,0.001171,23
True,15,34,xor_beam_best,3,main,8,0.002267,23
True,20,34,pv_greedy,3,main,2,0.000441,23
True,20,34,pv_greedy_lookahead,3,main,2,0.000206,23
True,20,34,pv_mcts,3,main,2,0.000667,23
True,10,35,sshr_h,3,main,7,0.000012,24
True,10,35,sshr_h_literal,3,main,7,0.000008,24
True,10,35,beam,3,main,7,0.000175,24
True,10,35,mcts_rollout,3,main,7,0.001139,24
True,10,35,xor_beam_rule,3,main,7,0.000048,24
True,10,35,xor_beam_v2,3,main,7,0.000196,24
True,10,35,xor_beam_best,3,main,7,0.000313,24
True,10,35,pv_greedy,3,main,1,0.000189,24
True,10,35,pv_greedy_lookahead,3,main,1,0.000180,24
True,10,35,pv_mcts,3,main,1,0.000346,24
True,17,36,sshr_h,3,main,6,0.000018,25
True,20,36,sshr_h_literal,3,main,8,0.000014,25
True,20,36,beam,3,main,8,0.000210,25
True,20,36,mcts_rollout,3,main,8,0.001546,25
True,17,36,xor_beam_rule,3,main,6,0.000157,25
True,17,36,xor_beam_v2,3,main,6,0.000381,25
True,17,36,xor_beam_best,3,main,6,0.000662,25
True,20,36,pv_greedy,3,main,2,0.000190,25
True,20,36,pv_greedy_lookahead,3,main,2,0.000198,25
True,20,36,pv_mcts,3,main,2,0.000688,25
True,17,37,sshr_h,3,main,6,0.000019,26
True,22,37,sshr_h_literal,3,main,8,0.000014,26
True,20,37,beam,3,main,8,0.000214,26
True,20,37,mcts_rollout,3,main,8,0.001634,26
True,17,37,xor_beam_rule,3,main,6,0.000157,26
True,17,37,xor_beam_v2,3,main,6,0.000376,26
True,17,37,xor_beam_best,3,main,6,0.000674,26
True,20,37,pv_greedy,3,main,2,0.000193,26
True,20,37,pv_greedy_lookahead,3,main,2,0.000198,26
True,20,37,pv_mcts,3,main,2,0.000651,26
True,9,38,sshr_h,3,main,6,0.000018,27
True,16,38,sshr_h_literal,3,main,12,0.000022,27
True,12,38,beam,3,main,8,0.000233,27
True,12,38,mcts_rollout,3,main,8,0.002401,27
True,9,38,xor_beam_rule,3,main,6,0.000880,27
True,9,38,xor_beam_v2,3,main,6,0.001718,27
True,9,38,xor_beam_best,3,main,6,0.005580,27
True,16,38,pv_greedy,3,main,2,0.000496,27
True,12,38,pv_greedy_lookahead,3,main,2,0.000600,27
True,12,38,pv_mcts,3,main,2,0.003693,27
True,8,39,sshr_h,3,main,3,0.000034,28
True,8,39,sshr_h_literal,3,main,3,0.000017,28
True,8,39,beam,3,main,3,0.000652,28
True,8,39,mcts_rollout,3,main,3,0.001292,28
True,8,39,xor_beam_rule,3,main,3,0.000052,28
True,8,39,xor_beam_v2,3,main,3,0.000198,28
True,8,39,xor_beam_best,3,main,3,0.000316,28
True,8,39,pv_greedy,3,main,1,0.000199,28
True,8,39,pv_greedy_lookahead,3,main,1,0.000187,28
True,8,39,pv_mcts,3,main,1,0.000357,28
True,22,40,sshr_h,3,main,10,0.000018,29
True,22,40,sshr_h_literal,3,main,10,0.000013,29
True,22,40,beam,3,main,10,0.000219,29
True,22,40,mcts_rollout,3,main,10,0.001482,29
True,22,40,xor_beam_rule,3,main,10,0.000147,29
True,22,40,xor_beam_v2,3,main,10,0.000376,29
True,22,40,xor_beam_best,3,main,10,0.000465,29
True,22,40,pv_greedy,3,main,2,0.000187,29
True,22,40,pv_greedy_lookahead,3,main,2,0.000206,29
True,22,40,pv_mcts,3,main,2,0.000634,29
True,15,41,sshr_h,3,main,2,0.000018,2A
True,20,41,sshr_h_literal,3,main,6,0.000013,2A
True,20,41,beam,3,main,6,0.000212,2A
True,20,41,mcts_rollout,3,main,6,0.001436,2A
True,15,41,xor_beam_rule,3,main,2,0.000158,2A
True,15,41,xor_beam_v2,3,main,2,0.000380,2A
True,15,41,xor_beam_best,3,main,2,0.000661,2A
True,20,41,pv_greedy,3,main,2,0.000245,2A
True,20,41,pv_greedy_lookahead,3,main,2,0.000198,2A
True,20,41,pv_mcts,3,main,2,0.000648,2A
True,11,42,sshr_h,3,main,10,0.000020,2B
True,14,42,sshr_h_literal,3,main,8,0.000023,2B
True,14,42,beam,3,main,8,0.000247,2B
True,14,42,mcts_rollout,3,main,8,0.002737,2B
True,11,42,xor_beam_rule,3,main,10,0.000271,2B
True,11,42,xor_beam_v2,3,main,10,0.000623,2B
True,11,42,xor_beam_best,3,main,10,0.000949,2B
True,14,42,pv_greedy,3,main,2,0.000194,2B
True,14,42,pv_greedy_lookahead,3,main,2,0.000207,2B
True,14,42,pv_mcts,3,main,2,0.000848,2B
True,17,43,sshr_h,3,main,8,0.000025,2C
True,20,43,sshr_h_literal,3,main,6,0.000020,2C
True,20,43,beam,3,main,6,0.000208,2C
True,20,43,mcts_rollout,3,main,6,0.001641,2C
True,17,43,xor_beam_rule,3,main,8,0.000156,2C
True,17,43,xor_beam_v2,3,main,8,0.000376,2C
True,17,43,xor_beam_best,3,main,8,0.000661,2C
True,20,43,pv_greedy,3,main,2,0.000235,2C
True,20,43,pv_greedy_lookahead,3,main,2,0.000202,2C
True,20,43,pv_mcts,3,main,2,0.000655,2C
True,7,44,sshr_h,3,main,6,0.000021,2D
True,14,44,sshr_h_literal,3,main,8,0.000026,2D
True,14,44,beam,3,main,8,0.000235,2D
True,14,44,mcts_rollout,3,main,8,0.001807,2D
True,7,44,xor_beam_rule,3,main,6,0.000268,2D
True,7,44,xor_beam_v2,3,main,6,0.000590,2D
True,7,44,xor_beam_best,3,main,6,0.000941,2D
True,14,44,pv_greedy,3,main,2,0.000182,2D
True,14,44,pv_greedy_lookahead,3,main,2,0.000209,2D
True,14,44,pv_mcts,3,main,2,0.000865,2D
True,9,45,sshr_h,3,main,10,0.000020,2E
True,16,45,sshr_h_literal,3,main,8,0.000020,2E
True,12,45,beam,3,main,6,0.000232,2E
True,12,45,mcts_rollout,3,main,6,0.001841,2E
True,9,45,xor_beam_rule,3,main,10,0.000279,2E
True,9,45,xor_beam_v2,3,main,10,0.000641,2E
True,9,45,xor_beam_best,3,main,10,0.000958,2E
True,16,45,pv_greedy,3,main,2,0.000199,2E
True,12,45,pv_greedy_lookahead,3,main,2,0.000219,2E
True,12,45,pv_mcts,3,main,2,0.002052,2E
True,15,46,sshr_h,3,main,6,0.000050,2F
True,15,46,sshr_h_literal,3,main,6,0.000076,2F
True,15,46,beam,3,main,6,0.000525,2F
True,15,46,mcts_rollout,3,main,6,0.006140,2F
True,15,46,xor_beam_rule,3,main,6,0.001569,2F
True,15,46,xor_beam_v2,3,main,6,0.003766,2F
True,15,46,xor_beam_best,3,main,6,0.001910,2F
True,15,46,pv_greedy,3,main,2,0.000191,2F
True,15,46,pv_greedy_lookahead,3,main,2,0.000226,2F
True,15,46,pv_mcts,3,main,2,0.000989,2F
True,6,47,sshr_h,3,main,3,0.000010,30
True,6,47,sshr_h_literal,3,main,3,0.000013,30
True,6,47,beam,3,main,3,0.000180,30
True,6,47,mcts_rollout,3,main,3,0.001222,30
True,6,47,xor_beam_rule,3,main,3,0.000044,30
True,6,47,xor_beam_v2,3,main,3,0.000187,30
True,6,47,xor_beam_best,3,main,3,0.000311,30
True,6,47,pv_greedy,3,main,1,0.000184,30
True,6,47,pv_greedy_lookahead,3,main,1,0.000188,30
True,6,47,pv_mcts,3,main,1,0.000348,30
True,15,48,sshr_h,3,main,8,0.000018,31
True,20,48,sshr_h_literal,3,main,8,0.000021,31
True,20,48,beam,3,main,8,0.000202,31
True,20,48,mcts_rollout,3,main,8,0.001568,31
True,15,48,xor_beam_rule,3,main,8,0.000159,31
True,15,48,xor_beam_v2,3,main,8,0.000370,31
True,15,48,xor_beam_best,3,main,8,0.000670,31
True,20,48,pv_greedy,3,main,2,0.000180,31
True,20,48,pv_greedy_lookahead,3,main,2,0.000177,31
True,20,48,pv_mcts,3,main,2,0.000548,31
True,15,49,sshr_h,3,main,10,0.000015,32
True,22,49,sshr_h_literal,3,main,8,0.000011,32
True,20,49,beam,3,main,8,0.000174,32
True,20,49,mcts_rollout,3,main,8,0.000833,32
True,15,49,xor_beam_rule,3,main,10,0.000132,32
True,15,49,xor_beam_v2,3,main,10,0.000321,32
True,15,49,xor_beam_best,3,main,10,0.000562,32
True,20,49,pv_greedy,3,main,2,0.000193,32
True,20,49,pv_greedy_lookahead,3,main,2,0.000163,32
True,20,49,pv_mcts,3,main,2,0.000576,32
True,1,50,sshr_h,3,main,3,0.000012,33
True,1,50,sshr_h_literal,3,main,3,0.000022,33
True,1,50,beam,3,main,3,0.000141,33
True,1,50,mcts_rollout,3,main,3,0.000911,33
True,1,50,xor_beam_rule,3,main,3,0.000123,33
True,1,50,xor_beam_v2,3,main,3,0.000404,33
True,1,50,xor_beam_best,3,main,3,0.000737,33
True,1,50,pv_greedy,3,main,1,0.000153,33
True,1,50,pv_greedy_lookahead,3,main,1,0.000172,33
True,1,50,pv_mcts,3,main,1,0.000531,33
True,17,51,sshr_h,3,main,6,0.000016,34
True,22,51,sshr_h_literal,3,main,8,0.000011,34
True,20,51,beam,3,main,8,0.000176,34
True,20,51,mcts_rollout,3,main,8,0.000855,34
True,17,51,xor_beam_rule,3,main,6,0.000148,34
True,17,51,xor_beam_v2,3,main,6,0.000338,34
